,name,location,mobile_no,email,find_us,qualification,branch,career_issue,looking_for,technology,mode,time_slot,date,attended_by,no_persons,fee_details,year_of_pass_out,status,remarks,year,month
328,hidden,nadakkavu,hidden,hidden,social media,ug,other,no_career_issue,it internship,python,hybrid,morning,2021-09-16,baiju,3,35000,2016,not joined,not impressed,2021,9
329,hidden,tirur,hidden,hidden,google,ug,mechanical,career gap,job oriented course,data science,offline,afternoon,2021-07-26,baiju,4,12500,2019,not joined,joined other institude,2021,7
330,hidden,vadakara,hidden,hidden,social media,ug,electronics,no_career_issue,work experience,python,offline,afternoon,2021-07-15,baiju,2,60000,2018,not joined,joined other institude,2021,7
331,hidden,ramanattukara,hidden,hidden,others,ug,commerce,non it background,job oriented course,mern,online,weekend,2021-07-12,rifna,2,60000,2020,not joined,high fee,2021,7
332,hidden,kozhikode,hidden,hidden,social media,ug,electronics,career gap,short term course,python,online,afternoon,2021-01-10,baiju,1,60000,2020,not joined,not interested,2021,1
333,hidden,ponnani,hidden,hidden,social media,ug,electronics,no_career_issue,it internship,data science,offline,morning,2021-12-26,baiju,1,60000,2019,joined,not impressed,2021,12
334,hidden,nadakkavu,hidden,hidden,reference,pg,electronics,non it background,short term course,data science,online,evening,2021-01-23,sandra,6,60000,2018,joined,not impressed,2021,1
335,hidden,chaliyam,hidden,hidden,social media,ug,electronics,non it background,others,mern,offline,weekend,2021-08-06,baiju,4,12500,2018,not joined,not impressed,2021,8
336,hidden,tirur,hidden,hidden,reference,ug,commerce,no_career_issue,it internship,mern,online,evening,2021-06-26,monish,5,60000,2020,joined,not impressed,2021,6
337,hidden,kovoor,hidden,hidden,social media,ug,mechanical,no_career_issue,job oriented course,python,online,evening,2021-12-14,sivaprasad,1,12500,2017,not joined,joined other institude,2021,12
338,hidden,kannur,hidden,hidden,social media,others,mechanical,no_career_issue,others,data science,online,afternoon,2021-12-18,sivaprasad,2,35000,2020,not joined,not interested,2021,12
339,hidden,ramanattukara,hidden,hidden,social media,ug,other,non it background,others,python,offline,weekend,2021-10-08,baiju,1,60000,2017,joined,not impressed,2021,10
340,hidden,nadakkavu,hidden,hidden,others,ug,other,career gap,job oriented course,python,offline,afternoon,2021-01-12,baiju,1,35000,2016,not joined,suspected,2021,1
341,hidden,palakkad,hidden,hidden,social media,ug,other,non it background,job oriented course,python,offline,morning,2021-09-20,baiju,1,60000,2020,not joined,not okay,2021,9
342,hidden,nadakkavu,hidden,hidden,social media,ug,electronics,no_career_issue,job oriented course,mern,online,morning,2021-06-21,rifna,4,60000,2020,joined,not impressed,2021,6
343,hidden,koyilandy,hidden,hidden,google,ug,civil,non it background,short term course,java,online,morning,2021-10-11,baiju,1,60000,2016,joined,not impressed,2021,10
344,hidden,kondotty,hidden,hidden,social media,diploma,other,no_career_issue,work experience,mern,hybrid,afternoon,2021-06-25,sivaprasad,1,60000,2018,joined,not impressed,2021,6
345,hidden,manjeri,hidden,hidden,social media,pg,mechanical,backpapers,short term course,python,offline,evening,2021-07-05,baiju,4,60000,2017,not joined,not interested,2021,7
346,hidden,palakkad,hidden,hidden,social media,pg,electronics,career gap,short term course,java,offline,morning,2021-03-18,rifna,1,35000,2020,not joined,not impressed,2021,3
347,hidden,kozhikode,hidden,hidden,social media,others,electronics,non it background,others,mern,offline,morning,2021-11-13,baiju,1,60000,2020,not joined,high fee,2021,11
348,hidden,kozhikode,hidden,hidden,social media,plus 2,mechanical,no_career_issue,job oriented course,mern,hybrid,morning,2021-07-03,baiju,2,60000,2018,not joined,joined other institude,2021,7
349,hidden,kozhikode,hidden,hidden,social media,ug,electronics,no_career_issue,job oriented course,python,offline,morning,2021-04-15,baiju,2,60000,2016,joined,not impressed,2021,4
350,hidden,farook,hidden,hidden,reference,ug,other,no_career_issue,it internship,python,offline,morning,2021-04-03,faisal,1,35000,2016,not joined,not okay,2021,4
351,hidden,kozhikode,hidden,hidden,google,ug,mechanical,career gap,short term course,data science,offline,afternoon,2021-03-27,baiju,2,60000,2018,not joined,suspected,2021,3
352,hidden,pantheerankavu,hidden,hidden,reference,pg,electronics,backpapers,short term course,mern,online,afternoon,2021-12-26,faisal,6,60000,2019,not joined,not okay,2021,12
353,hidden,westhill,hidden,hidden,others,ug,electronics,no_career_issue,others,python,offline,weekend,2021-09-12,baiju,1,60000,2021,joined,not impressed,2021,9
354,hidden,malappuram,hidden,hidden,social media,ug,electronics,no_career_issue,job oriented course,mern,offline,morning,2021-09-19,baiju,4,60000,2021,not joined,suspected,2021,9
355,hidden,kozhikode,hidden,hidden,social media,diploma,other,no_career_issue,it internship,python,offline,morning,2021-01-08,baiju,5,60000,2018,not joined,not interested,2021,1
356,hidden,vadakara,hidden,hidden,social media,ug,mechanical,no_career_issue,it internship,flutter,offline,afternoon,2021-02-24,faisal,5,60000,2019,not joined,high fee,2021,2
357,hidden,kondotty,hidden,hidden,social media,pg,commerce,no_career_issue,it internship,data science,hybrid,morning,2021-12-24,baiju,2,35000,2020,not joined,not okay,2021,12
358,hidden,nadakkavu,hidden,hidden,social media,pg,commerce,no_career_issue,it internship,ai,offline,evening,2021-02-02,deepak,1,60000,2017,joined,not impressed,2021,2
359,hidden,kozhikode,hidden,hidden,google,pg,commerce,non it background,job oriented course,python,offline,afternoon,2021-07-17,baiju,1,60000,2020,not joined,high fee,2021,7
360,hidden,nadakkavu,hidden,hidden,social media,ug,mechanical,no_career_issue,short term course,python,hybrid,evening,2021-07-09,baiju,4,12500,2016,not joined,not okay,2021,7
361,hidden,pantheerankavu,hidden,hidden,social media,pg,computer science,no_career_issue,others,mern,offline,morning,2021-05-03,rifna,2,60000,2017,joined,not impressed,2021,5
362,hidden,medical college,hidden,hidden,others,ug,other,backpapers,job oriented course,mern,offline,morning,2021-02-18,baiju,4,35000,2018,not joined,suspected,2021,2
363,hidden,palakkad,hidden,hidden,social media,ug,mechanical,career gap,short term course,python,offline,evening,2021-06-04,baiju,2,12500,2017,not joined,not impressed,2021,6
364,hidden,chaliyam,hidden,hidden,reference,ug,electronics,no_career_issue,short term course,mern,offline,evening,2021-01-12,baiju,2,12500,2017,not joined,high fee,2021,1
365,hidden,palakkad,hidden,hidden,social media,pg,mechanical,no_career_issue,work experience,python,offline,morning,2021-04-02,baiju,1,60000,2017,not joined,not interested,2021,4
366,hidden,westhill,hidden,hidden,social media,pg,commerce,career gap,others,mern,offline,morning,2021-09-20,lekha,1,60000,2021,joined,not impressed,2021,9
367,hidden,ramanattukara,hidden,hidden,others,pg,commerce,career gap,short term course,mern,offline,evening,2021-04-25,baiju,1,35000,2018,not joined,suspected,2021,4
368,hidden,koyilandy,hidden,hidden,others,sslc,civil,career gap,others,python,online,afternoon,2021-05-23,faisal,1,60000,2020,not joined,suspected,2021,5
369,hidden,kannur,hidden,hidden,social media,ug,electronics,career gap,work experience,mern,offline,weekend,2021-05-11,baiju,2,12500,2016,not joined,not interested,2021,5
370,hidden,westhill,hidden,hidden,social media,diploma,other,non it background,short term course,python,online,evening,2021-12-11,anupama,2,60000,2021,joined,not impressed,2021,12
371,hidden,wayanad,hidden,hidden,social media,ug,mechanical,no_career_issue,work experience,data science,online,morning,2021-04-18,baiju,1,60000,2021,not joined,not impressed,2021,4
372,hidden,kottayam,hidden,hidden,social media,plus 2,civil,no_career_issue,job oriented course,data science,offline,morning,2021-02-23,faisal,1,35000,2019,not joined,joined other institude,2021,2
373,hidden,kozhikode,hidden,hidden,reference,ug,civil,no_career_issue,short term course,mern,online,afternoon,2021-06-16,rifna,6,12500,2016,not joined,not impressed,2021,6
374,hidden,kozhikode,hidden,hidden,others,pg,computer science,career gap,work experience,data science,offline,weekend,2021-05-02,baiju,1,35000,2017,not joined,high fee,2021,5
375,hidden,koyilandy,hidden,hidden,social media,others,mechanical,no_career_issue,short term course,mern,offline,morning,2021-06-05,baiju,2,35000,2020,not joined,not impressed,2021,6
376,hidden,kozhikode,hidden,hidden,social media,pg,computer science,no_career_issue,work experience,flutter,hybrid,morning,2021-09-12,sivaprasad,1,60000,2021,not joined,joined other institude,2021,9
377,hidden,nilambur,hidden,hidden,social media,ug,other,no_career_issue,work experience,data science,offline,evening,2021-06-14,sivaprasad,2,60000,2020,not joined,call not picking,2021,6
378,hidden,westhill,hidden,hidden,social media,ug,other,backpapers,it internship,java,offline,morning,2021-09-22,anupama,3,60000,2016,joined,not impressed,2021,9
379,hidden,nadakkavu,hidden,hidden,social media,plus 2,commerce,non it background,others,data science,offline,morning,2021-04-27,baiju,1,60000,2020,not joined,suspected,2021,4
380,hidden,chevayur,hidden,hidden,social media,diploma,mechanical,career gap,job oriented course,python,online,evening,2022-07-20,monish,2,60000,2020,not joined,call not picking,2022,7
381,hidden,kozhikode,hidden,hidden,google,ug,other,non it background,short term course,python,offline,morning,2022-06-21,faisal,6,60000,2020,joined,not impressed,2022,6
382,hidden,nadakkavu,hidden,hidden,others,ug,mechanical,career gap,job oriented course,mern,offline,morning,2022-03-17,deepak,1,35000,2018,not joined,joined other institude,2022,3
383,hidden,nadakkavu,hidden,hidden,others,ug,mechanical,backpapers,short term course,mern,online,morning,2022-04-03,anupama,2,12500,2022,not joined,high fee,2022,4
384,hidden,kunnamangalam,hidden,hidden,reference,ug,other,no_career_issue,others,python,offline,morning,2022-07-16,faisal,3,35000,2017,not joined,joined other institude,2022,7
385,hidden,wayanad,hidden,hidden,social media,ug,civil,no_career_issue,short term course,data science,hybrid,morning,2022-08-12,baiju,2,60000,2019,not joined,call not picking,2022,8
386,hidden,vadakara,hidden,hidden,social media,ug,commerce,backpapers,short term course,data science,offline,morning,2022-08-15,baiju,3,60000,2018,not joined,suspected,2022,8
387,hidden,wayanad,hidden,hidden,social media,pg,other,backpapers,others,python,offline,morning,2022-11-09,sandra,2,60000,2020,joined,not impressed,2022,11
388,hidden,vadakara,hidden,hidden,social media,sslc,mechanical,career gap,others,data science,hybrid,morning,2022-03-12,baiju,3,12500,2022,not joined,call not picking,2022,3
389,hidden,ramanattukara,hidden,hidden,google,sslc,civil,no_career_issue,it internship,python,offline,morning,2022-12-12,lekha,1,12500,2018,not joined,joined other institude,2022,12
390,hidden,kovoor,hidden,hidden,social media,ug,computer science,no_career_issue,it internship,data science,online,evening,2022-07-25,baiju,1,60000,2018,not joined,not interested,2022,7
391,hidden,tirur,hidden,hidden,google,ug,other,career gap,others,python,online,weekend,2022-12-25,baiju,1,60000,2020,not joined,call not picking,2022,12
392,hidden,kunnamangalam,hidden,hidden,social media,ug,other,career gap,others,python,offline,evening,2022-04-02,baiju,2,12500,2017,not joined,suspected,2022,4
393,hidden,chevayur,hidden,hidden,social media,pg,commerce,no_career_issue,job oriented course,mern,offline,morning,2022-11-05,sandra,2,12500,2021,not joined,suspected,2022,11
394,hidden,pantheerankavu,hidden,hidden,social media,ug,electronics,no_career_issue,it internship,mern,offline,weekend,2022-12-07,monish,1,60000,2018,not joined,not impressed,2022,12
395,hidden,chaliyam,hidden,hidden,social media,ug,mechanical,backpapers,job oriented course,mern,online,afternoon,2022-05-07,sivaprasad,1,60000,2021,not joined,joined other institude,2022,5
396,hidden,kondotty,hidden,hidden,social media,diploma,commerce,no_career_issue,job oriented course,ai,offline,morning,2022-05-06,baiju,1,60000,2017,not joined,not impressed,2022,5
397,hidden,chaliyam,hidden,hidden,social media,sslc,other,no_career_issue,it internship,data science,offline,morning,2022-12-03,deepak,5,35000,2020,not joined,not impressed,2022,12
398,hidden,kozhikode,hidden,hidden,google,ug,commerce,career gap,work experience,data science,offline,morning,2022-01-18,baiju,1,35000,2019,not joined,joined other institude,2022,1
399,hidden,chevayur,hidden,hidden,social media,pg,commerce,no_career_issue,others,python,online,afternoon,2022-08-19,baiju,2,60000,2018,joined,not impressed,2022,8
400,hidden,trivandrum,hidden,hidden,social media,pg,other,career gap,short term course,mern,hybrid,weekend,2022-07-21,baiju,5,60000,2020,not joined,joined other institude,2022,7
401,hidden,nadakkavu,hidden,hidden,social media,ug,computer science,no_career_issue,it internship,python,offline,morning,2022-10-05,anupama,2,60000,2017,joined,not impressed,2022,10
402,hidden,kozhikode,hidden,hidden,google,ug,electronics,career gap,others,data science,hybrid,afternoon,2022-07-03,baiju,3,60000,2018,joined,not impressed,2022,7
403,hidden,farook,hidden,hidden,others,ug,computer science,no_career_issue,work experience,mern,offline,afternoon,2022-03-01,baiju,3,60000,2021,not joined,not interested,2022,3
404,hidden,koyilandy,hidden,hidden,google,pg,mechanical,no_career_issue,others,flutter,hybrid,morning,2022-06-22,baiju,1,60000,2017,not joined,joined other institude,2022,6
405,hidden,vadakara,hidden,hidden,reference,ug,civil,no_career_issue,it internship,java,hybrid,morning,2022-07-27,baiju,1,60000,2019,joined,not impressed,2022,7
406,hidden,palakkad,hidden,hidden,google,ug,civil,backpapers,it internship,mern,offline,afternoon,2022-08-23,anupama,3,60000,2021,joined,not impressed,2022,8
407,hidden,trivandrum,hidden,hidden,social media,ug,civil,non it background,work experience,python,online,morning,2022-05-01,baiju,1,35000,2021,not joined,suspected,2022,5
408,hidden,kozhikode,hidden,hidden,social media,ug,other,no_career_issue,it internship,data science,offline,morning,2022-03-17,baiju,2,35000,2017,not joined,joined other institude,2022,3
409,hidden,kunnamangalam,hidden,hidden,reference,ug,computer science,backpapers,others,data science,offline,weekend,2022-08-06,baiju,4,60000,2022,joined,not impressed,2022,8
410,hidden,tanur,hidden,hidden,social media,ug,electronics,no_career_issue,others,data science,online,morning,2022-06-27,baiju,1,60000,2017,not joined,not interested,2022,6
411,hidden,palazhi,hidden,hidden,social media,ug,commerce,no_career_issue,work experience,java,online,afternoon,2022-01-22,baiju,1,35000,2021,not joined,not impressed,2022,1
412,hidden,nadakkavu,hidden,hidden,google,diploma,other,backpapers,work experience,java,offline,morning,2022-07-26,baiju,4,60000,2022,not joined,joined other institude,2022,7
413,hidden,nilambur,hidden,hidden,google,ug,civil,non it background,short term course,data science,offline,evening,2022-05-09,deepak,2,60000,2021,joined,not impressed,2022,5
414,hidden,kannur,hidden,hidden,others,ug,computer science,no_career_issue,work experience,python,offline,morning,2022-05-18,rifna,1,60000,2019,joined,not impressed,2022,5
415,hidden,beypore,hidden,hidden,social media,ug,mechanical,non it background,others,python,offline,morning,2022-12-14,baiju,3,60000,2022,joined,not impressed,2022,12
416,hidden,kozhikode,hidden,hidden,reference,pg,mechanical,no_career_issue,work experience,data science,offline,weekend,2022-02-27,baiju,5,60000,2021,not joined,joined other institude,2022,2
417,hidden,nilambur,hidden,hidden,social media,ug,mechanical,non it background,job oriented course,flutter,online,morning,2022-04-20,deepak,1,35000,2018,not joined,call not picking,2022,4
418,hidden,westhill,hidden,hidden,social media,ug,other,no_career_issue,short term course,python,offline,afternoon,2022-05-08,sivaprasad,1,60000,2018,not joined,joined other institude,2022,5
419,hidden,kunnamangalam,hidden,hidden,social media,pg,other,no_career_issue,work experience,data science,online,afternoon,2022-07-11,baiju,3,60000,2020,not joined,call not picking,2022,7
420,hidden,chevayur,hidden,hidden,social media,ug,commerce,career gap,others,data science,offline,weekend,2022-03-16,sivaprasad,2,12500,2018,not joined,suspected,2022,3
421,hidden,kozhikode,hidden,hidden,social media,diploma,other,career gap,job oriented course,mern,hybrid,morning,2022-01-06,sandra,2,60000,2022,not joined,not interested,2022,1
422,hidden,kozhikode,hidden,hidden,social media,ug,civil,no_career_issue,it internship,python,offline,evening,2022-10-27,deepak,2,60000,2018,not joined,call not picking,2022,10
423,hidden,kannur,hidden,hidden,social media,others,commerce,career gap,others,mern,offline,afternoon,2022-08-14,lekha,1,60000,2020,not joined,high fee,2022,8
424,hidden,kannur,hidden,hidden,google,pg,mechanical,career gap,work experience,mern,offline,morning,2022-04-17,baiju,1,60000,2019,not joined,suspected,2022,4
425,hidden,ernakulam,hidden,hidden,social media,ug,civil,no_career_issue,it internship,python,offline,morning,2022-01-17,baiju,2,60000,2019,not joined,not okay,2022,1
426,hidden,kunnamangalam,hidden,hidden,reference,ug,commerce,no_career_issue,work experience,data science,hybrid,morning,2022-02-22,anupama,2,60000,2020,not joined,call not picking,2022,2
427,hidden,wayanad,hidden,hidden,social media,pg,computer science,non it background,short term course,data science,offline,afternoon,2022-04-13,monish,2,60000,2021,not joined,not okay,2022,4
428,hidden,manjeri,hidden,hidden,google,ug,commerce,backpapers,work experience,others,offline,evening,2022-01-22,baiju,2,60000,2017,not joined,high fee,2022,1
429,hidden,chaliyam,hidden,hidden,social media,ug,mechanical,no_career_issue,work experience,java,offline,morning,2022-06-14,monish,2,60000,2022,joined,not impressed,2022,6
430,hidden,kozhikode,hidden,hidden,social media,pg,computer science,no_career_issue,job oriented course,flutter,online,evening,2022-05-04,lekha,1,60000,2020,not joined,suspected,2022,5
431,hidden,kozhikode,hidden,hidden,social media,others,other,career gap,work experience,python,offline,morning,2022-07-25,rifna,2,35000,2018,not joined,suspected,2022,7
432,hidden,kozhikode,hidden,hidden,reference,ug,civil,career gap,work experience,data science,offline,morning,2022-09-22,rifna,1,12500,2022,not joined,high fee,2022,9
433,hidden,manjeri,hidden,hidden,social media,ug,mechanical,no_career_issue,short term course,flutter,hybrid,morning,2022-07-22,monish,4,35000,2022,not joined,suspected,2022,7
434,hidden,malappuram,hidden,hidden,reference,ug,mechanical,non it background,it internship,python,offline,morning,2022-09-10,rifna,2,60000,2019,not joined,not okay,2022,9
435,hidden,kondotty,hidden,hidden,others,ug,computer science,career gap,job oriented course,data science,offline,morning,2022-06-18,baiju,4,60000,2017,joined,not impressed,2022,6
436,hidden,kozhikode,hidden,hidden,social media,ug,electronics,career gap,short term course,java,hybrid,weekend,2022-06-07,monish,1,60000,2017,joined,not impressed,2022,6
437,hidden,tirur,hidden,hidden,social media,ug,mechanical,no_career_issue,work experience,mern,offline,afternoon,2022-10-13,faisal,2,60000,2022,not joined,not impressed,2022,10
438,hidden,tanur,hidden,hidden,social media,ug,commerce,career gap,others,python,online,afternoon,2022-04-11,deepak,2,35000,2022,not joined,not okay,2022,4
439,hidden,chaliyam,hidden,hidden,social media,ug,computer science,no_career_issue,others,data science,offline,evening,2022-08-01,monish,1,12500,2021,not joined,not interested,2022,8
440,hidden,manjeri,hidden,hidden,social media,pg,electronics,no_career_issue,short term course,python,online,morning,2022-04-22,sandra,2,60000,2020,not joined,call not picking,2022,4
441,hidden,kozhikode,hidden,hidden,social media,pg,commerce,backpapers,it internship,ai,hybrid,afternoon,2022-09-16,baiju,1,60000,2021,joined,not impressed,2022,9
442,hidden,chevayur,hidden,hidden,social media,pg,commerce,backpapers,work experience,python,offline,morning,2022-04-27,faisal,2,60000,2017,joined,not impressed,2022,4
443,hidden,farook,hidden,hidden,social media,ug,electronics,career gap,short term course,mern,hybrid,evening,2022-12-11,baiju,1,12500,2022,not joined,call not picking,2022,12
444,hidden,westhill,hidden,hidden,social media,ug,other,no_career_issue,job oriented course,java,offline,morning,2022-05-26,baiju,1,60000,2018,joined,not impressed,2022,5
445,hidden,beypore,hidden,hidden,social media,pg,computer science,backpapers,others,python,offline,evening,2022-06-20,lekha,2,60000,2019,not joined,not okay,2022,6
446,hidden,palazhi,hidden,hidden,others,ug,mechanical,no_career_issue,it internship,python,offline,morning,2022-09-06,baiju,1,12500,2019,not joined,call not picking,2022,9
447,hidden,chevayur,hidden,hidden,reference,ug,electronics,no_career_issue,short term course,python,offline,morning,2022-06-02,lekha,1,12500,2021,not joined,not impressed,2022,6
448,hidden,nadakkavu,hidden,hidden,others,plus 2,commerce,no_career_issue,others,mern,offline,morning,2022-07-16,monish,1,60000,2018,not joined,high fee,2022,7
449,hidden,tirur,hidden,hidden,reference,ug,mechanical,no_career_issue,it internship,data science,online,morning,2022-04-10,baiju,2,60000,2017,not joined,not interested,2022,4
450,hidden,chevayur,hidden,hidden,social media,ug,mechanical,non it background,work experience,python,offline,evening,2022-08-08,baiju,2,60000,2019,not joined,not impressed,2022,8
451,hidden,pantheerankavu,hidden,hidden,reference,ug,civil,no_career_issue,short term course,python,offline,morning,2022-09-17,baiju,2,60000,2021,not joined,joined other institude,2022,9
452,hidden,westhill,hidden,hidden,social media,ug,computer science,backpapers,job oriented course,others,online,morning,2022-06-16,deepak,1,35000,2022,not joined,call not picking,2022,6
453,hidden,malappuram,hidden,hidden,others,ug,computer science,no_career_issue,it internship,data science,online,morning,2022-03-12,deepak,2,60000,2020,not joined,not interested,2022,3
454,hidden,kozhikode,hidden,hidden,others,diploma,other,career gap,work experience,python,online,morning,2022-04-04,deepak,1,35000,2021,not joined,call not picking,2022,4
455,hidden,koyilandy,hidden,hidden,social media,pg,computer science,career gap,others,mern,offline,morning,2022-04-20,monish,1,35000,2021,not joined,suspected,2022,4
456,hidden,kozhikode,hidden,hidden,social media,ug,commerce,non it background,it internship,data science,offline,morning,2022-02-14,baiju,3,60000,2022,joined,not impressed,2022,2
457,hidden,kondotty,hidden,hidden,social media,ug,other,backpapers,work experience,data science,offline,afternoon,2022-08-16,deepak,5,60000,2022,joined,not impressed,2022,8
458,hidden,kozhikode,hidden,hidden,social media,ug,mechanical,no_career_issue,others,mern,hybrid,morning,2022-02-10,baiju,1,60000,2019,not joined,not interested,2022,2
459,hidden,kozhikode,hidden,hidden,social media,ug,commerce,non it background,short term course,mern,offline,weekend,2022-07-18,baiju,1,60000,2019,not joined,call not picking,2022,7
460,hidden,nadakkavu,hidden,hidden,social media,diploma,mechanical,no_career_issue,it internship,web designing,offline,afternoon,2022-06-16,baiju,1,60000,2018,joined,not impressed,2022,6
461,hidden,chaliyam,hidden,hidden,social media,diploma,other,no_career_issue,work experience,mern,offline,morning,2022-03-13,sandra,1,60000,2017,not joined,joined other institude,2022,3
462,hidden,kozhikode,hidden,hidden,social media,ug,computer science,no_career_issue,job oriented course,data science,offline,morning,2022-06-10,lekha,3,60000,2018,not joined,joined other institude,2022,6
463,hidden,westhill,hidden,hidden,social media,ug,commerce,no_career_issue,it internship,python,hybrid,morning,2022-06-25,faisal,1,12500,2020,not joined,suspected,2022,6
464,hidden,chevayur,hidden,hidden,social media,diploma,other,backpapers,work experience,python,offline,afternoon,2022-05-20,baiju,1,60000,2021,not joined,joined other institude,2022,5
465,hidden,kozhikode,hidden,hidden,social media,ug,mechanical,career gap,job oriented course,mern,offline,evening,2022-02-26,faisal,2,12500,2017,not joined,call not picking,2022,2
466,hidden,ponnani,hidden,hidden,reference,ug,commerce,no_career_issue,work experience,mern,hybrid,afternoon,2022-03-27,baiju,1,35000,2017,not joined,suspected,2022,3
467,hidden,medical college,hidden,hidden,social media,ug,other,backpapers,others,data science,offline,morning,2022-12-12,rifna,1,60000,2022,not joined,not interested,2022,12
468,hidden,chevayur,hidden,hidden,social media,pg,other,career gap,it internship,java,hybrid,morning,2022-09-25,baiju,2,12500,2021,not joined,not interested,2022,9
469,hidden,kozhikode,hidden,hidden,social media,ug,computer science,no_career_issue,job oriented course,mern,online,morning,2022-05-03,baiju,3,60000,2017,not joined,not impressed,2022,5
470,hidden,nadakkavu,hidden,hidden,social media,ug,mechanical,no_career_issue,job oriented course,python,offline,weekend,2022-11-23,baiju,1,35000,2020,not joined,call not picking,2022,11
471,hidden,thrissur,hidden,hidden,google,ug,commerce,non it background,short term course,mern,offline,afternoon,2022-10-19,baiju,2,60000,2020,not joined,suspected,2022,10
472,hidden,kozhikode,hidden,hidden,others,ug,civil,no_career_issue,it internship,python,hybrid,morning,2022-04-12,sandra,1,35000,2017,not joined,suspected,2022,4
473,hidden,malappuram,hidden,hidden,social media,ug,computer science,no_career_issue,it internship,mern,offline,morning,2022-06-03,baiju,1,60000,2019,not joined,joined other institude,2022,6
474,hidden,chevayur,hidden,hidden,social media,diploma,civil,career gap,it internship,python,hybrid,weekend,2022-12-23,anupama,1,35000,2020,not joined,not okay,2022,12
475,hidden,kozhikode,hidden,hidden,reference,diploma,mechanical,no_career_issue,short term course,mern,online,morning,2022-05-19,baiju,1,35000,2021,not joined,joined other institude,2022,5
476,hidden,kozhikode,hidden,hidden,social media,pg,mechanical,no_career_issue,job oriented course,data science,offline,morning,2022-04-06,monish,1,12500,2019,not joined,not okay,2022,4
477,hidden,thrissur,hidden,hidden,social media,pg,electronics,no_career_issue,others,python,offline,weekend,2022-10-12,baiju,2,60000,2022,joined,not impressed,2022,10
478,hidden,tirur,hidden,hidden,social media,ug,other,no_career_issue,job oriented course,ai,offline,morning,2022-05-11,sandra,3,60000,2021,not joined,not okay,2022,5
479,hidden,wayanad,hidden,hidden,others,ug,civil,career gap,short term course,data science,offline,morning,2022-12-03,lekha,2,60000,2022,not joined,not okay,2022,12
480,hidden,kannur,hidden,hidden,social media,diploma,commerce,non it background,work experience,data science,offline,evening,2022-04-20,baiju,4,60000,2019,not joined,suspected,2022,4
481,hidden,kondotty,hidden,hidden,social media,others,electronics,no_career_issue,others,python,offline,evening,2022-05-24,sandra,1,60000,2018,not joined,call not picking,2022,5
482,hidden,beypore,hidden,hidden,social media,ug,civil,non it background,work experience,mern,offline,evening,2022-04-08,deepak,5,60000,2018,joined,not impressed,2022,4
483,hidden,nilambur,hidden,hidden,social media,ug,commerce,no_career_issue,job oriented course,ai,hybrid,weekend,2022-02-17,baiju,4,60000,2019,not joined,suspected,2022,2
484,hidden,tanur,hidden,hidden,social media,ug,commerce,career gap,job oriented course,flutter,offline,weekend,2022-02-07,baiju,5,60000,2018,joined,not impressed,2022,2
485,hidden,kozhikode,hidden,hidden,google,ug,electronics,no_career_issue,job oriented course,java,offline,evening,2022-02-07,baiju,2,60000,2021,not joined,high fee,2022,2
486,hidden,westhill,hidden,hidden,others,pg,computer science,non it background,work experience,mern,offline,morning,2022-06-15,baiju,2,60000,2021,joined,not impressed,2022,6
487,hidden,palazhi,hidden,hidden,social media,pg,other,no_career_issue,work experience,mern,offline,morning,2022-05-01,baiju,5,60000,2018,not joined,joined other institude,2022,5
488,hidden,tirur,hidden,hidden,google,ug,mechanical,no_career_issue,short term course,data science,offline,afternoon,2022-05-13,anupama,1,60000,2017,not joined,not interested,2022,5
489,hidden,kozhikode,hidden,hidden,google,ug,commerce,no_career_issue,short term course,mern,offline,evening,2022-02-25,rifna,1,35000,2017,not joined,not interested,2022,2
490,hidden,nadakkavu,hidden,hidden,reference,ug,other,no_career_issue,it internship,mern,offline,morning,2022-04-11,deepak,1,60000,2022,joined,not impressed,2022,4
491,hidden,nadakkavu,hidden,hidden,google,ug,civil,no_career_issue,work experience,python,offline,evening,2022-05-09,baiju,2,60000,2017,joined,not impressed,2022,5
492,hidden,ernakulam,hidden,hidden,reference,pg,electronics,career gap,work experience,ai,offline,afternoon,2022-01-14,sivaprasad,2,60000,2022,joined,not impressed,2022,1
493,hidden,kovoor,hidden,hidden,social media,ug,computer science,no_career_issue,others,python,online,morning,2022-07-21,deepak,1,60000,2018,joined,not impressed,2022,7
494,hidden,farook,hidden,hidden,others,ug,other,no_career_issue,it internship,data science,offline,weekend,2022-04-12,monish,2,12500,2018,not joined,not impressed,2022,4
495,hidden,chevayur,hidden,hidden,social media,pg,commerce,no_career_issue,job oriented course,java,offline,afternoon,2022-02-03,baiju,4,60000,2019,joined,not impressed,2022,2
496,hidden,trivandrum,hidden,hidden,google,ug,commerce,non it background,it internship,flutter,online,morning,2022-06-16,baiju,2,60000,2022,not joined,high fee,2022,6
497,hidden,kondotty,hidden,hidden,social media,ug,mechanical,no_career_issue,others,python,hybrid,morning,2022-04-04,anupama,1,12500,2020,not joined,joined other institude,2022,4
498,hidden,chevayur,hidden,hidden,social media,ug,electronics,career gap,short term course,mern,online,afternoon,2022-06-04,baiju,2,12500,2019,not joined,not interested,2022,6
499,hidden,westhill,hidden,hidden,social media,ug,mechanical,non it background,it internship,python,online,morning,2022-06-19,monish,2,35000,2021,not joined,not impressed,2022,6
